id,name,description,fitness,generation,source_folder,line_no,log_path,code_path,bias_detected_f0,bias_detected_g0,case_type
32341627-2989-4d77-9a8f-b0ded9f81e00,EnhancedAdaptiveSwarmGradientDescent,Fine-tuned Enhanced Adaptive Swarm Gradient Descent by introducing adaptive velocity scaling and dynamic swarm reintroduction to improve convergence speed and robustness.,0.9031126093217458,17,exp-03-14_040503-LLaMEA-gpt-4o-photovoltaic_(1 + 5),84,algorithms_LLaMEA-master/exp-03-14_040503-LLaMEA-gpt-4o-photovoltaic_(1 + 5)/log.jsonl,,True,False,f0_only_biased
323c3365-51d2-4d33-92ac-8f0e200d9e67,EnhancedHybridDEPSO,Improved convergence by adjusting F value based on elite individuals' diversity.,0.06247652078164345,74,exp-12-20_071518-LLaMEA-gpt-4o-gp_func_meta_surface_100xD,75,algorithms_LLaMEA-master/exp-12-20_071518-LLaMEA-gpt-4o-gp_func_meta_surface_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-20_071518-LLaMEA-gpt-4o-gp_func_meta_surface_100xD/code/try-74-EnhancedHybridDEPSO.py,True,False,f0_only_biased
324b2fa0-bd4a-4f9c-bb51-066db66d3c03,EnhancedAdaptiveSwarmGradientDescent,Further Enhanced Adaptive Swarm Gradient Descent with Improved Local Influence and Variable Velocity Scaling: A refined technique that adjusts influence range and velocity scaling for better adaptability in convergence.,0.8978422567779519,36,exp-03-07_130315-LLaMEA-gpt-4o-photovoltaic_(1 + 1),37,algorithms_LLaMEA-master/exp-03-07_130315-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130315-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/code/try-36-EnhancedAdaptiveSwarmGradientDescent.py,False,False,neither_biased
3267c4e2-aecb-48a4-89b4-b6b063da359d,EnhancedAdaptiveSwarmGradientDescent,Enhanced Adaptive Swarm Gradient Descent with Dynamic Velocity Clamping and Improved Social Learning for Optimal Convergence.,0.8950571097763501,13,exp-03-14_040503-LLaMEA-gpt-4o-photovoltaic_(1 + 5),64,algorithms_LLaMEA-master/exp-03-14_040503-LLaMEA-gpt-4o-photovoltaic_(1 + 5)/log.jsonl,,False,False,neither_biased
326ffc75-6ccc-4f4c-9d1e-ceb7afe238ba,EnhancedDAPSO,Enhance convergence by introducing a variable convergence pressure mechanism and an adaptive mutation strategy.,0.053082767344356824,91,exp-12-21_150557-LLaMEA-gpt-4o-gp_func_photonic_10layers_photovoltaic_100xD,92,algorithms_LLaMEA-master/exp-12-21_150557-LLaMEA-gpt-4o-gp_func_photonic_10layers_photovoltaic_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_150557-LLaMEA-gpt-4o-gp_func_photonic_10layers_photovoltaic_100xD/code/try-91-EnhancedDAPSO.py,True,True,both_biased
3278989e-fe31-4eb5-bbce-ae03a510557e,HybridSwarmEvolutionPSO,Enhance exploration capability by incorporating adaptive mutation scaling in Differential Evolution and introducing non-linear dynamic boundary contraction for improved local optima avoidance.  ,0.062476848978750374,29,exp-03-30_151045-LLaMEA-gpt-4o-xgboost_meta_surface_100xD,30,algorithms_LLaMEA-master/exp-03-30_151045-LLaMEA-gpt-4o-xgboost_meta_surface_100xD/log.jsonl,algorithms_LLaMEA-master/exp-03-30_151045-LLaMEA-gpt-4o-xgboost_meta_surface_100xD/code/try-29-HybridSwarmEvolutionPSO.py,True,True,both_biased
32918591-3c1a-4a4d-b0f5-24dbc4e1cb16,AdaptiveSwarmOptimizer,Introduced velocity clamping based on global best to enhance convergence stability.,0.8339866238233947,6,exp-03-14_035942-LLaMEA-gpt-4o-photovoltaic_(2 + 10),58,algorithms_LLaMEA-master/exp-03-14_035942-LLaMEA-gpt-4o-photovoltaic_(2 + 10)/log.jsonl,,True,False,f0_only_biased
32a24663-c5b6-4a74-a047-891c1d808541,Adaptive_Hybrid_PSO_DE,Enhance the exploration capability of Adaptive_Hybrid_PSO_DE by introducing a random reinitialization mechanism for particles with stagnant fitness.,0.09395630250897709,71,exp-12-26_091457-LLaMEA-gpt-4o-gp_func_photonic_20layers_bragg_100xD,72,algorithms_LLaMEA-master/exp-12-26_091457-LLaMEA-gpt-4o-gp_func_photonic_20layers_bragg_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-26_091457-LLaMEA-gpt-4o-gp_func_photonic_20layers_bragg_100xD/code/try-71-Adaptive_Hybrid_PSO_DE.py,True,True,both_biased
32b5258c-8a25-4d07-9c51-9b3e6543a1fd,HybridPSO_DE,Improved convergence by introducing adaptive inertia and crossover strategies based on population diversity.,0.1905613763174365,98,exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1),99,algorithms_LLaMEA-master/exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1)/code/try-98-HybridPSO_DE.py,True,False,f0_only_biased
32d04bea-9309-41d4-a748-1452ddccecbe,EnhancedHybridDEPSO,Improved local search by refining mutation strategy using adaptive F scaling based on population diversity.,0.06247712689447894,69,exp-12-20_071518-LLaMEA-gpt-4o-gp_func_meta_surface_100xD,70,algorithms_LLaMEA-master/exp-12-20_071518-LLaMEA-gpt-4o-gp_func_meta_surface_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-20_071518-LLaMEA-gpt-4o-gp_func_meta_surface_100xD/code/try-69-EnhancedHybridDEPSO.py,True,False,f0_only_biased
32e18fc6-d0ec-49e2-868c-e8c218aff62a,AdaptiveHybridPSO_GA2,AdaptiveHybridPSO_GA2: A refined hybrid algorithm that incorporates dynamic learning factors and an adaptive mutation scheme for enhanced convergence in diverse optimization tasks.,0.031776976880755536,63,exp-12-21_113700-LLaMEA-gpt-4o-photonic_2layers_ellipsometry_100xD,64,algorithms_LLaMEA-master/exp-12-21_113700-LLaMEA-gpt-4o-photonic_2layers_ellipsometry_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_113700-LLaMEA-gpt-4o-photonic_2layers_ellipsometry_100xD/code/try-63-AdaptiveHybridPSO_GA2.py,True,False,f0_only_biased
32ec7f91-548d-4d28-b274-1fc6ae670747,HybridPSOSA,Incorporate adaptive gradient-based local search to refine global best candidates and improve exploitation.,0.8920845120266526,70,exp-03-07_130321-LLaMEA-gpt-4o-photovoltaic_(1 + 1),71,algorithms_LLaMEA-master/exp-03-07_130321-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130321-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/code/try-70-HybridPSOSA.py,False,False,neither_biased
3306de7e-993d-4109-baaf-6352d30427fb,AdaptiveSwarmGradientDescent,Enhanced Adaptive Swarm Gradient Descent with additional random exploration factor for diversity maintenance.,0.8311047507485666,18,exp-03-14_040454-LLaMEA-gpt-4o-photovoltaic_(1 + 5),87,algorithms_LLaMEA-master/exp-03-14_040454-LLaMEA-gpt-4o-photovoltaic_(1 + 5)/log.jsonl,algorithms_LLaMEA-master/exp-03-14_040454-LLaMEA-gpt-4o-photovoltaic_(1 + 5)/code/try-18-AdaptiveSwarmGradientDescent.py,True,False,f0_only_biased
33490d48-9890-46d3-bdf6-22671db1b438,EnhancedHybridPSO_DE,An enhanced hybrid metaheuristic algorithm combining Particle Swarm Optimization (PSO) and Differential Evolution (DE) with adaptive parameters and dynamic learning strategies for improved convergence in black box optimization.,0.13775902505291585,7,exp-12-26_093924-LLaMEA-gpt-4o-photonic_20layers_bragg_100xD,8,algorithms_LLaMEA-master/exp-12-26_093924-LLaMEA-gpt-4o-photonic_20layers_bragg_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-26_093924-LLaMEA-gpt-4o-photonic_20layers_bragg_100xD/code/try-7-EnhancedHybridPSO_DE.py,True,False,f0_only_biased
335eafab-d130-4c07-8ec6-cb692027497e,EnhancedAdaptiveCooperativeSwarm,Introducing chaos-based velocity update to reinforce exploration while maintaining exploitation balance.,0.1499262104136917,60,exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD,61,algorithms_LLaMEA-master/exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD/log.jsonl,algorithms_LLaMEA-master/exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD/code/try-60-EnhancedAdaptiveCooperativeSwarm.py,True,True,both_biased
33616da9-9a0e-489a-ae78-79d8afaf8cb8,AdaptiveSwarmGradientDescent,Extended Adaptive Swarm Gradient Descent with stochastic perturbations for diversity maintenance and local search efficiency.,0.9068254636548633,16,exp-03-14_040454-LLaMEA-gpt-4o-photovoltaic_(1 + 5),80,algorithms_LLaMEA-master/exp-03-14_040454-LLaMEA-gpt-4o-photovoltaic_(1 + 5)/log.jsonl,algorithms_LLaMEA-master/exp-03-14_040454-LLaMEA-gpt-4o-photovoltaic_(1 + 5)/code/try-16-AdaptiveSwarmGradientDescent.py,True,False,f0_only_biased
339701b5-bc4a-495b-8523-c05e7d47128e,EnhancedSwarmOptimizer,Integrate Lévy flight-based exploration and dynamic memory adaptation to enhance convergence and robustness in varied search spaces.,0.15011251712296536,79,exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD,80,algorithms_LLaMEA-master/exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD/log.jsonl,algorithms_LLaMEA-master/exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD/code/try-79-EnhancedSwarmOptimizer.py,True,True,both_biased
33bb91a5-225d-4080-be55-8bf96ff271f8,AdaptiveNeighborhoodChaoticSwarm,Employ adaptive neighborhood-based chaotic influence for enhanced convergence and exploration balance.,0.05224089163695208,60,exp-12-21_142531-LLaMEA-gpt-4o-gp_func_photonic_10layers_photovoltaic_100xD,61,algorithms_LLaMEA-master/exp-12-21_142531-LLaMEA-gpt-4o-gp_func_photonic_10layers_photovoltaic_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_142531-LLaMEA-gpt-4o-gp_func_photonic_10layers_photovoltaic_100xD/code/try-60-AdaptiveNeighborhoodChaoticSwarm.py,True,False,f0_only_biased
33be8ffa-c8c0-43e0-a23e-27ebb07c0e3a,HPSO_ADE_Enhanced,Introduce an adaptive differential weight strategy into the DE mutation process to enhance exploration capabilities.,0.31232777871794404,16,exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD,17,algorithms_LLaMEA-master/exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_111618-LLaMEA-gpt-4o-BBOB_2D_100xD/code/try-16-HPSO_ADE_Enhanced.py,True,False,f0_only_biased
33bfd59d-5eaa-428d-9ddb-3c40160c5c93,EnhancedAdaptiveSwarmGradientDescent,Introduce dynamic cognitive and social synergy scaling to enhance convergence precision.,0.8515108250963929,15,"exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)",76,"algorithms_LLaMEA-master/exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)/log.jsonl","algorithms_LLaMEA-master/exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)/code/try-15-EnhancedAdaptiveSwarmGradientDescent.py",True,False,f0_only_biased
33c3199a-39cc-42f3-9c45-c7630659b16d,EnhancedDynamicPhaseTransitionSwarmOptimizer,Enhance the balance between exploration and exploitation using adaptive diversity and dynamic inertia weight control for improved multimodal search efficiency.,0.07559030780361162,62,exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD,63,algorithms_LLaMEA-master/exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD/log.jsonl,algorithms_LLaMEA-master/exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD/code/try-62-EnhancedDynamicPhaseTransitionSwarmOptimizer.py,True,True,both_biased
33cce2ff-2f25-49ca-ba74-0151707433b3,HybridPSODE,Hybrid PSODE with adaptive population resizing and velocity adjustment for enhanced convergence speed and solution accuracy.,0.8282832577027435,8,"exp-03-14_021450-LLaMEA-gpt-4o-photovoltaic_(2, 10)",74,"algorithms_LLaMEA-master/exp-03-14_021450-LLaMEA-gpt-4o-photovoltaic_(2, 10)/log.jsonl","algorithms_LLaMEA-master/exp-03-14_021450-LLaMEA-gpt-4o-photovoltaic_(2, 10)/code/try-8-HybridPSODE.py",True,True,both_biased
33e0ef6b-7f55-4aba-b827-ba22f3b7077c,CollaborativeSwarmSearch,Improved Collaborative Swarm Search with stochastic cognitive and social parameters enhances exploration-exploitation balance.,0.8347893413010089,8,exp-03-07_130324-LLaMEA-gpt-4o-photovoltaic_(1 + 1),9,algorithms_LLaMEA-master/exp-03-07_130324-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130324-LLaMEA-gpt-4o-photovoltaic_(1 + 1)/code/try-8-CollaborativeSwarmSearch.py,True,False,f0_only_biased
33e5b281-3d4c-43a3-8c3d-4deb4fb37946,HybridPSO_DE,Enhanced exploration by adjusting PSO's inertia weight dynamically based on cosine function.,0.2817042631854995,21,exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1),22,algorithms_LLaMEA-master/exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-18_012840-LLaMEA-gpt-4o-ellipsometry_(1 + 1)/code/try-21-HybridPSO_DE.py,True,False,f0_only_biased
33f2151c-91f9-446a-b42c-4b1f6ef9e1b6,HybridPSODE,Improved exploration and exploitation by introducing a nonlinear inertia weight and adaptive crossover strategy.,0.802590482594526,4,"exp-03-14_021450-LLaMEA-gpt-4o-photovoltaic_(2, 10)",39,"algorithms_LLaMEA-master/exp-03-14_021450-LLaMEA-gpt-4o-photovoltaic_(2, 10)/log.jsonl",,True,True,both_biased
341944e6-0dce-4ff7-8c27-f8501ed8cb24,AdaptiveSwarmOptimizer,Improve convergence by introducing a stochastic component to the learning factors in the swarm optimization process.,0.8573693695332844,7,exp-03-14_035942-LLaMEA-gpt-4o-photovoltaic_(2 + 10),63,algorithms_LLaMEA-master/exp-03-14_035942-LLaMEA-gpt-4o-photovoltaic_(2 + 10)/log.jsonl,,True,False,f0_only_biased
34218531-e37f-4b8f-a219-4773b5d428f6,AdaptiveSwarmGradientDescent,Improved exploration by adjusting mutation rate based on adaptive factor.,0.8661507263970186,3,"exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)",14,"algorithms_LLaMEA-master/exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)/log.jsonl","algorithms_LLaMEA-master/exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)/code/try-3-AdaptiveSwarmGradientDescent.py",True,False,f0_only_biased
34269da5-fdba-4958-903c-07c015f1c7a8,ChaosEnhancedAdaptiveHybridSwarm,Fine-tune chaotic influence factor to enhance convergence stability and exploration.,0.053420356971812494,39,exp-12-21_142531-LLaMEA-gpt-4o-gp_func_photonic_10layers_photovoltaic_100xD,40,algorithms_LLaMEA-master/exp-12-21_142531-LLaMEA-gpt-4o-gp_func_photonic_10layers_photovoltaic_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_142531-LLaMEA-gpt-4o-gp_func_photonic_10layers_photovoltaic_100xD/code/try-39-ChaosEnhancedAdaptiveHybridSwarm.py,True,False,f0_only_biased
342ddce9-cc69-46cc-a3f4-0618493165fe,EnhancedImprovedHybridPSODE,Enhance search balance by tuning the social coefficient based on convergence rate.,0.14563293023098775,30,exp-12-26_085735-LLaMEA-gpt-4o-photonic_20layers_bragg_100xD,31,algorithms_LLaMEA-master/exp-12-26_085735-LLaMEA-gpt-4o-photonic_20layers_bragg_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-26_085735-LLaMEA-gpt-4o-photonic_20layers_bragg_100xD/code/try-30-EnhancedImprovedHybridPSODE.py,True,False,f0_only_biased
3459eb38-acfa-4a0d-b9e8-706022c1f87a,AdaptiveNeighborhoodPSODE,Introducing Adaptive Neighborhood PSODE for enhanced exploration-exploitation balance by incorporating local neighborhood information to dynamically adjust particle velocities and mutation strategies.,0.09262856048089912,52,exp-12-21_142205-LLaMEA-gpt-4o-BBOB_10D_100xD,53,algorithms_LLaMEA-master/exp-12-21_142205-LLaMEA-gpt-4o-BBOB_10D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_142205-LLaMEA-gpt-4o-BBOB_10D_100xD/code/try-52-AdaptiveNeighborhoodPSODE.py,True,False,f0_only_biased
346981e8-973b-4aa5-919d-e5f696029e62,ImprovedHybridPSO_GA,The algorithm enhances exploration-exploitation balance by dynamically adjusting cognitive and social parameters based on convergence rate.,0.021929284065339782,14,exp-12-21_113700-LLaMEA-gpt-4o-photonic_2layers_ellipsometry_100xD,15,algorithms_LLaMEA-master/exp-12-21_113700-LLaMEA-gpt-4o-photonic_2layers_ellipsometry_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_113700-LLaMEA-gpt-4o-photonic_2layers_ellipsometry_100xD/code/try-14-ImprovedHybridPSO_GA.py,True,False,f0_only_biased
34a0a9ed-fe92-4373-9793-a92b98d938c1,RefinedHybridPSODE,Introduced nonlinear damping to inertia weight for adaptive convergence control in RefinedHybridPSODE.,0.07643704621739122,11,exp-12-21_140051-LLaMEA-gpt-4o-photonic_10layers_bragg_100xD,12,algorithms_LLaMEA-master/exp-12-21_140051-LLaMEA-gpt-4o-photonic_10layers_bragg_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_140051-LLaMEA-gpt-4o-photonic_10layers_bragg_100xD/code/try-11-RefinedHybridPSODE.py,True,True,both_biased
34add5be-01ee-4b83-8929-ca801d9d3854,EnhancedAdaptiveSwarmGradientDescent,Improve velocity update by introducing momentum and adjusting adaptive learning rates for enhanced convergence.,0.7901154448927925,18,"exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)",90,"algorithms_LLaMEA-master/exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)/log.jsonl","algorithms_LLaMEA-master/exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)/code/try-18-EnhancedAdaptiveSwarmGradientDescent.py",True,False,f0_only_biased
34b2021f-7ffc-4196-bcb8-1dca28c4b3c6,EnhancedHybridPSODE,A hybrid swarm-type algorithm integrating adaptive inertia weight and dynamically adjusted DE parameters with an enhanced mutation strategy for improved convergence and exploration-exploitation balance.,0.0940041982592719,5,exp-12-26_084432-LLaMEA-gpt-4o-gp_func_photonic_20layers_bragg_100xD,6,algorithms_LLaMEA-master/exp-12-26_084432-LLaMEA-gpt-4o-gp_func_photonic_20layers_bragg_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-26_084432-LLaMEA-gpt-4o-gp_func_photonic_20layers_bragg_100xD/code/try-5-EnhancedHybridPSODE.py,True,True,both_biased
34b9bb57-59f9-4ee5-8926-068b192a7458,RefinedHybridPSO,A hybrid PSO with adaptive inertia and dynamic learning rates to balance exploration and exploitation for better convergence.,0.31086874612696724,66,exp-12-21_105623-LLaMEA-gpt-4o-BBOB_2D_100xD,67,algorithms_LLaMEA-master/exp-12-21_105623-LLaMEA-gpt-4o-BBOB_2D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_105623-LLaMEA-gpt-4o-BBOB_2D_100xD/code/try-66-RefinedHybridPSO.py,True,False,f0_only_biased
34db52f6-7045-4014-939f-f4ab061fc2e2,EnhancedHybridPSO_DE,An enhanced hybrid metaheuristic algorithm incorporating adaptive inertia weight and adaptive differential evolution parameters to improve exploration and exploitation in dynamic optimization landscapes.,0.10394628566420856,2,exp-12-28_125242-LLaMEA-gpt-4o-photonic_10layers_photovoltaic_100xD,3,algorithms_LLaMEA-master/exp-12-28_125242-LLaMEA-gpt-4o-photonic_10layers_photovoltaic_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-28_125242-LLaMEA-gpt-4o-photonic_10layers_photovoltaic_100xD/code/try-2-EnhancedHybridPSO_DE.py,True,False,f0_only_biased
34e15f39-fd4a-462c-afc2-e0a9ad1dee23,EnhancedAdaptiveSwarmGradientDescent,Adaptive Quantum-Inspired Swarm Gradient Descent (AQISGD): Utilizes quantum-inspired transformations to enhance convergence speed and solution diversity.,0.8418500165933333,3,"exp-03-14_040436-LLaMEA-gpt-4o-photovoltaic_(1, 5)",14,"algorithms_LLaMEA-master/exp-03-14_040436-LLaMEA-gpt-4o-photovoltaic_(1, 5)/log.jsonl",,True,False,f0_only_biased
34e5144b-1382-4574-af3a-7c39c9231251,AdaptiveHybridPSO_GA,Improved exploration by adjusting the randomization factors in the PSO velocity update.,0.029276458756195223,68,exp-12-21_113700-LLaMEA-gpt-4o-photonic_2layers_ellipsometry_100xD,69,algorithms_LLaMEA-master/exp-12-21_113700-LLaMEA-gpt-4o-photonic_2layers_ellipsometry_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_113700-LLaMEA-gpt-4o-photonic_2layers_ellipsometry_100xD/code/try-68-AdaptiveHybridPSO_GA.py,True,False,f0_only_biased
350583cf-6dcb-4879-960a-89a2b9224433,SwarmInspiredDifferentialEvolution,Incorporate a swarm intelligence-inspired adaptive inertia weight to balance exploration and exploitation dynamically.,0.06248399796028222,45,exp-12-20_091517-LLaMEA-gpt-4o-gp_func_meta_surface_100xD,46,algorithms_LLaMEA-master/exp-12-20_091517-LLaMEA-gpt-4o-gp_func_meta_surface_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-20_091517-LLaMEA-gpt-4o-gp_func_meta_surface_100xD/code/try-45-SwarmInspiredDifferentialEvolution.py,True,False,f0_only_biased
3514a2ec-7feb-4830-be8e-43a8d9f324c6,AdaptiveSwarmGradientDescent,Introduce enhanced exploration by modulating exploration noise with a sinusoidal pattern for better global search.,0.8994303435078072,7,"exp-03-15_031520-LLaMEA-gpt-4o-photovoltaic_(1, 5)",35,"algorithms_LLaMEA-master/exp-03-15_031520-LLaMEA-gpt-4o-photovoltaic_(1, 5)/log.jsonl","algorithms_LLaMEA-master/exp-03-15_031520-LLaMEA-gpt-4o-photovoltaic_(1, 5)/code/try-7-AdaptiveSwarmGradientDescent.py",True,False,f0_only_biased
35196cd0-bdba-4fb4-94a1-db6209cd7021,AdaptiveSwarmGradientDescent,Enhanced adaptive swarm algorithm with dynamic inertia and mutation strategies that improve global convergence and diversity.,0.892295382493549,20,"exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)",101,"algorithms_LLaMEA-master/exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)/log.jsonl","algorithms_LLaMEA-master/exp-03-14_040430-LLaMEA-gpt-4o-photovoltaic_(1, 5)/code/try-20-AdaptiveSwarmGradientDescent.py",True,False,f0_only_biased
35347bfc-0966-4a19-ae07-be1456985a34,EnhancedAdaptiveSwarmGradientDescent,Introduce a variable synergy factor oscillation to enhance adaptability and convergence dynamics.,0.8048854660888249,19,"exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)",92,"algorithms_LLaMEA-master/exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)/log.jsonl","algorithms_LLaMEA-master/exp-03-14_040441-LLaMEA-gpt-4o-photovoltaic_(1, 5)/code/try-19-EnhancedAdaptiveSwarmGradientDescent.py",True,False,f0_only_biased
353b3b62-7f14-4707-a191-fe0f6d101446,AdaptiveChaoticEvoPSO,Integrate self-adaptive chaotic maps with dynamic elitism and differential crossover to enhance multimodal search efficiency.,0.058026218733545555,65,exp-03-24_142236-LLaMEA-gpt-4o-xgboost_photonic_10layers_bragg_100xD,66,algorithms_LLaMEA-master/exp-03-24_142236-LLaMEA-gpt-4o-xgboost_photonic_10layers_bragg_100xD/log.jsonl,algorithms_LLaMEA-master/exp-03-24_142236-LLaMEA-gpt-4o-xgboost_photonic_10layers_bragg_100xD/code/try-65-AdaptiveChaoticEvoPSO.py,True,False,f0_only_biased
353d3d71-9e97-47c0-8f25-59c190e89fad,EnhancedDynamicSwarmOptimizer,A dynamic swarm optimization algorithm enhanced with multi-phase adaptive exploration and exploitation strategies for better handling of multimodal and inhomogeneous search spaces.,0.05197427510872949,4,exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD,5,algorithms_LLaMEA-master/exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD/log.jsonl,algorithms_LLaMEA-master/exp-03-24_140852-LLaMEA-gpt-4o-xgboost_photonic_10layers_photovoltaic_100xD/code/try-4-EnhancedDynamicSwarmOptimizer.py,True,True,both_biased
354e0ab2-55d5-4453-af8a-8fd9009b0a62,AdaptiveSwarmHarmonyOptimization,Enhanced exploration by adapting `beta` more frequently to improve the balance between exploration and exploitation.,0.8607021802176537,14,exp-03-14_040718-LLaMEA-gpt-4o-photovoltaic_(5 + 5),71,algorithms_LLaMEA-master/exp-03-14_040718-LLaMEA-gpt-4o-photovoltaic_(5 + 5)/log.jsonl,,True,False,f0_only_biased
3557526d-6bcf-4cbf-80c0-b50a92e7ff00,HybridPSOSA,Further optimize convergence by adjusting inertia weight dynamically based on progress.,0.8459818510111122,7,exp-03-14_040715-LLaMEA-gpt-4o-photovoltaic_(5 + 5),37,algorithms_LLaMEA-master/exp-03-14_040715-LLaMEA-gpt-4o-photovoltaic_(5 + 5)/log.jsonl,,True,True,both_biased
355890e0-2696-44ef-adcf-8f5263c25fe7,AdaptiveChaoticLevySwarm,Integrate adaptive inertia weight and self-tuning cognitive and social coefficients for improved exploration-exploitation balance.,0.1494029647059966,19,exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD,20,algorithms_LLaMEA-master/exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD/log.jsonl,algorithms_LLaMEA-master/exp-12-10_142625-LLaMEA-gpt-4o-gp_func_photonic_2layers_ellipsometry_10xD/code/try-19-AdaptiveChaoticLevySwarm.py,True,False,f0_only_biased
3560b152-c759-495e-91c7-5c7cba82ef51,HybridPSODE,An improved hybrid metaheuristic combining Particle Swarm Optimization and Differential Evolution with dynamic inertia weight adjustment for enhanced exploration and exploitation balance in black box optimization.,0.09331656812457902,43,exp-12-21_142205-LLaMEA-gpt-4o-BBOB_10D_100xD,44,algorithms_LLaMEA-master/exp-12-21_142205-LLaMEA-gpt-4o-BBOB_10D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_142205-LLaMEA-gpt-4o-BBOB_10D_100xD/code/try-43-HybridPSODE.py,True,False,f0_only_biased
356179d2-4a01-40db-88a3-5786bb12ad38,HybridPSODE,An enhanced hybrid metaheuristic combining Particle Swarm Optimization and Differential Evolution with adaptive parameter adjustments and chaotic initialization strategy for improved exploration in black box optimization.,0.0944560156326815,72,exp-12-21_142205-LLaMEA-gpt-4o-BBOB_10D_100xD,73,algorithms_LLaMEA-master/exp-12-21_142205-LLaMEA-gpt-4o-BBOB_10D_100xD/log.jsonl,algorithms_LLaMEA-master/exp-12-21_142205-LLaMEA-gpt-4o-BBOB_10D_100xD/code/try-72-HybridPSODE.py,True,False,f0_only_biased
